sawtooth,data,point
9978.2709375,9975,21
9983.390625,9977,22
9988.5103125,9987,23
9993.63,9989,24
9998.7496875,9997,25
10003.869375,10008,26
10008.9890625,10016,27
10014.10875,10025,28
10019.2284375,10028,29
10024.348125,10031,30
10029.4678125,10035,31
10034.5875,10039,32
10039.7071875,10042,33
10044.826875,10049,34
10049.9465625,10049,35
10055.06625,10053,36
10060.1859375,10058,37
10065.305625,10064,38
10070.4253125,10071,39
10075.545,10077,40
10080.6646875,10081,41
10085.784375,10094,42
10090.9040625,10098,43
10096.02375,10104,44
10101.1434375,10111,45
10106.263125,10114,46
10111.3828125,10119,47
10116.5025,10121,48
10121.6221875,10121,49
10126.741875,10127,50
10131.8615625,10132,51
10136.98125,10135,52
10142.1009375,10138,53
10147.220625,10145,54
10152.3403125,10151,55
10157.46,10157,56
10162.5796875,10165,57
10167.699375,10173,58
10172.8190625,10180,59
10177.93875,10189,60
10183.0584375,10191,61
10188.178125,10198,62
10193.2978125,10204,63
10198.4175,10202,0
10203.5371875,10207,1
10208.656875,10211,2
10213.7765625,10218,3
10218.89625,10223,4
10224.0159375,10225,5
10229.135625,10230,6
10234.2553125,10239,7
10239.375,10243,8
10244.4946875,10253,9
10249.614375,10260,10
10254.7340625,10266,11
10259.85375,10270,12
10264.9734375,10273,13
10270.093125,10282,14
10275.2128125,10288,15
10280.3325,10286,16
10285.4521875,10286,17
10290.571875,10290,18
10295.6915625,10297,19
10300.81125,10300,20
10305.9309375,10306,21
10311.050625,10309,22
10316.1703125,10319,23
10321.29,10325,24
10326.4096875,10334,25
10331.529375,10342,26
10336.6490625,10348,27
10341.76875,10355,28
10346.8884375,10361,29
10352.008125,10366,30
10357.1278125,10372,31
10362.2475,10368,32
10367.3671875,10371,33
10372.486875,10381,34
10377.6065625,10382,35
10382.72625,10390,36
10387.8459375,10392,37
10392.965625,10397,38
10398.0853125,10404,39
10403.205,10410,40
10408.3246875,10419,41
10413.444375,10428,42
10418.5640625,10433,43
10423.68375,10437,44
10428.8034375,10443,45
10433.923125,10449,46
10439.0428125,10453,47
10444.1625,10453,48
10449.2821875,10458,49
10454.401875,10462,50
10459.5215625,10463,51
10464.64125,10467,52
10469.7609375,10475,53
10474.880625,10479,54
10480.0003125,10482,55
10485.12,10493,56
10490.2396875,10498,57
10495.359375,10508,58
10500.4790625,10515,59
10505.59875,10523,60
10510.7184375,10529,61
10515.838125,10532,62
10520.9578125,10541,63
10526.0775,10538,0
10531.1971875,10542,1
10536.316875,10549,2
10541.4365625,10550,3
10546.55625,10555,4
10551.6759375,10562,5
10556.795625,10563,6
10561.9153125,10573,7
10567.035,10581,8
10572.1546875,10585,9
10577.274375,10593,10
10582.3940625,10600,11
10587.51375,10608,12
10592.6334375,10610,13
10597.753125,10612,14
10602.8728125,10621,15
10607.9925,10625,16
10613.1121875,10626,17
10618.231875,10630,18
10623.3515625,10637,19
10628.47125,10634,20
10633.5909375,10642,21
10638.710625,10646,22
10643.8303125,10654,23
10648.95,10659,24
10654.0696875,10671,25
10659.189375,10677,26
10664.3090625,10685,27
10669.42875,10693,28
10674.5484375,10694,29
10679.668125,10699,30
10684.7878125,10705,31
10689.9075,10706,32
10695.0271875,10710,33
10700.146875,10717,34
10705.2665625,10721,35
10710.38625,10725,36
10715.5059375,10728,37
10720.625625,10735,38
10725.7453125,10742,39
10730.865,10748,40
10735.9846875,10755,41
10741.104375,10762,42
10746.2240625,10769,43
10751.34375,10776,44
10756.4634375,10782,45
10761.583125,10783,46
10766.7028125,10790,47
10771.8225,10792,48
10776.9421875,10793,49
10782.061875,10799,50
10787.1815625,10803,51
10792.30125,10806,52
10797.4209375,10812,53
10802.540625,10817,54
10807.6603125,10820,55
10812.78,10829,56
10817.8996875,10837,57
10823.019375,10846,58
10828.1390625,10851,59
10833.25875,10861,60
10838.3784375,10863,61
10843.498125,10872,62
10848.6178125,10876,63
10853.7375,10876,0
10858.8571875,10879,1
10863.976875,10882,2
10869.0965625,10887,3
10874.21625,10894,4
10879.3359375,10898,5
10884.455625,10900,6
10889.5753125,10906,7
10894.695,10914,8
10899.8146875,10926,9
10904.934375,10930,10
10910.0540625,10935,11
10915.17375,10944,12
10920.2934375,10951,13
10925.413125,10952,14
10930.5328125,10958,15
10935.6525,10960,16
10940.7721875,10962,17
10945.891875,10966,18
10951.0115625,10972,19
10956.13125,10974,20
10961.2509375,10982,21
10966.370625,10985,22
10971.4903125,10994,23
10976.61,10998,24
10981.7296875,11005,25
10986.849375,11013,26
10991.9690625,11021,27
10997.08875,11028,28
11002.2084375,11035,29
11007.328125,11038,30
11012.4478125,11045,31
11017.5675,11046,32
11022.6871875,11049,33
11027.806875,11054,34
11032.9265625,11058,35
11038.04625,11063,36
11043.1659375,11065,37
11048.285625,11068,38
11053.4053125,11077,39
11058.525,11083,40
11063.6446875,11091,41
11068.764375,11103,42
11073.8840625,11108,43
11079.00375,11113,44
11084.1234375,11115,45
11089.243125,11120,46
11094.3628125,11128,47
11099.4825,11128,48
11104.6021875,11126,49
11109.721875,11133,50
11114.8415625,11138,51
11119.96125,11144,52
11125.0809375,11150,53
11130.200625,11154,54
11135.3203125,11162,55
11140.44,11163,56
11145.5596875,11170,57
11150.679375,11181,58
11155.7990625,11190,59
11160.91875,11198,60
11166.0384375,11204,61
11171.158125,11203,62
11176.2778125,11211,63
11181.3975,11213,0
11186.5171875,11219,1
11191.636875,11220,2
11196.7565625,11226,3
11201.87625,11230,4
11206.9959375,11235,5
11212.115625,11241,6
11217.2353125,11246,7
11222.355,11252,8
11227.4746875,11259,9
11232.594375,11269,10
11237.7140625,11273,11
11242.83375,11282,12
11247.9534375,11286,13
11253.073125,11289,14
11258.1928125,11297,15
11263.3125,11297,16
11268.4321875,11298,17
11273.551875,11302,18
11278.6715625,11308,19
11283.79125,11310,20
11288.9109375,11319,21
11294.030625,11322,22
11299.1503125,11328,23
11304.27,11334,24
11309.3896875,11343,25
11314.509375,11352,26
11319.6290625,11359,27
11324.74875,11366,28
11329.8684375,11368,29
11334.988125,11377,30
11340.1078125,11382,31
11345.2275,11383,32
11350.3471875,11384,33
11355.466875,11388,34
11360.5865625,11392,35
11365.70625,11398,36
11370.8259375,11406,37
11375.945625,11412,38
11381.0653125,11413,39
11386.185,11422,40
11391.3046875,11427,41
11396.424375,11435,42
11401.5440625,11445,43
11406.66375,11447,44
11411.7834375,11456,45
11416.903125,11459,46
11422.0228125,11461,47
11427.1425,11466,48
11432.2621875,11466,49
11437.381875,11469,50
11442.5015625,11472,51
11447.62125,11482,52
11452.7409375,11484,53
11457.860625,11490,54
11462.9803125,11494,55
11468.1,11500,56
11473.2196875,11510,57
11478.339375,11519,58
11483.4590625,11524,59
11488.57875,11533,60
11493.6984375,11535,61
11498.818125,11541,62
11503.9378125,11547,63
11509.0575,11546,0
11514.1771875,11550,1
11519.296875,11556,2
11524.4165625,11561,3
11529.53625,11567,4
11534.6559375,11571,5
11539.775625,11575,6
11544.8953125,11583,7
11550.015,11590,8
11555.1346875,11598,9
11560.254375,11604,10
11565.3740625,11610,11
11570.49375,11615,12
11575.6134375,11618,13
11580.733125,11624,14
11585.8528125,11630,15
11590.9725,11631,16
11596.0921875,11636,17
11601.211875,11639,18
11606.3315625,11641,19
11611.45125,11646,20
11616.5709375,11653,21
11621.690625,11654,22
11626.8103125,11662,23
11631.93,11671,24
11637.0496875,11678,25
11642.169375,11685,26
11647.2890625,11695,27
11652.40875,11702,28
11657.5284375,11704,29
11662.648125,11709,30
11667.7678125,11718,31
11672.8875,11718,32
11678.0071875,11721,33
11683.126875,11722,34
11688.2465625,11729,35
11693.36625,11733,36
11698.4859375,11737,37
11703.605625,11743,38
11708.7253125,11749,39
11713.845,11757,40
11718.9646875,11763,41
11724.084375,11771,42
11729.2040625,11778,43
11734.32375,11783,44
11739.4434375,11786,45
11744.563125,11792,46
11749.6828125,11796,47
11754.8025,11799,48
11759.9221875,11799,49
11765.041875,11803,50
11770.1615625,11809,51
11775.28125,11815,52
11780.4009375,11816,53
11785.520625,11820,54
11790.6403125,11827,55
11795.76,11835,56
11800.8796875,11840,57
11805.999375,11853,58
11811.1190625,11857,59
11816.23875,11865,60
11821.3584375,11869,61
11826.478125,11876,62
11831.5978125,11881,63
11836.7175,11885,0
11841.8371875,11884,1
11846.956875,11889,2
11852.0765625,11892,3
11857.19625,11899,4
11862.3159375,11903,5
11867.435625,11908,6
11872.5553125,11917,7
11877.675,11922,8
11882.7946875,11930,9
11887.914375,11936,10
11893.0340625,11943,11
11898.15375,11947,12
11903.2734375,11952,13
11908.393125,11959,14
11913.5128125,11964,15
11918.6325,11963,16
11923.7521875,11966,17
11928.871875,11974,18
11933.9915625,11976,19
11939.11125,11979,20
11944.2309375,11984,21
11949.350625,11991,22
11954.4703125,11994,23
11959.59,12003,24
11964.7096875,12012,25
11969.829375,12020,26
11974.9490625,12027,27
11980.06875,12029,28
11985.1884375,12040,29
11990.308125,12041,30
11995.4278125,12046,31
12000.5475,12046,32
12005.6671875,12050,33
12010.786875,12056,34
12015.9065625,12059,35
12021.02625,12064,36
12026.1459375,12067,37
12031.265625,12072,38
12036.3853125,12079,39
12041.505,12086,40
12046.6246875,12097,41
12051.744375,12101,42
12056.8640625,12110,43
12061.98375,12113,44
12067.1034375,12120,45
12072.223125,12124,46
12077.3428125,12130,47
12082.4625,12126,48
12087.5821875,12129,49
12092.701875,12134,50
12097.8215625,12139,51
12102.94125,12142,52
12108.0609375,12150,53
12113.180625,12151,54
12118.3003125,12157,55
12123.42,12164,56
12128.5396875,12175,57
12133.659375,12181,58
12138.7790625,12188,59
12143.89875,12194,60
12149.0184375,12200,61
12154.138125,12203,62
12159.2578125,12214,63
12164.3775,12210,0
12169.4971875,12213,1
12174.616875,12221,2
12179.7365625,12221,3
12184.85625,12227,4
12189.9759375,12238,5
12195.095625,12240,6
12200.2153125,12239,7
12205.335,12253,8
12210.4546875,12255,9
12215.574375,12267,10
12220.6940625,12272,11
12225.81375,12277,12
12230.9334375,12287,13
12236.053125,12287,14
12241.1728125,12295,15
12246.2925,12295,16
12251.4121875,12297,17
12256.531875,12300,18
12261.6515625,12305,19
12266.77125,12310,20
12271.8909375,12313,21
12277.010625,12322,22
12282.1303125,12324,23
12287.25,12329,24
12292.3696875,12339,25
12297.489375,12349,26
12302.6090625,12353,27
12307.72875,12362,28
12312.8484375,12366,29
12317.968125,12370,30
12323.0878125,12374,31
12328.2075,12375,32
12333.3271875,12375,33
12338.446875,12384,34
12343.5665625,12388,35
12348.68625,12390,36
12353.8059375,12397,37
12358.925625,12402,38
12364.0453125,12410,39
12369.165,12412,40
12374.2846875,12423,41
12379.404375,12428,42
12384.5240625,12434,43
12389.64375,12439,44
12394.7634375,12443,45
12399.883125,12452,46
12405.0028125,12453,47
12410.1225,12454,48
12415.2421875,12458,49
12420.361875,12462,50
12425.4815625,12465,51
12430.60125,12471,52
12435.7209375,12475,53
12440.840625,12475,54
12445.9603125,12483,55
12451.08,12491,56
12456.1996875,12496,57
12461.319375,12508,58
12466.4390625,12514,59
12471.55875,12523,60
12476.6784375,12525,61
12481.798125,12532,62
12486.9178125,12535,63
12492.0375,12536,0
12497.1571875,12540,1
12502.276875,12543,2
12507.3965625,12547,3
12512.51625,12554,4
12517.6359375,12555,5
12522.755625,12563,6
12527.8753125,12567,7
12532.995,12573,8
12538.1146875,12582,9
12543.234375,12591,10
12548.3540625,12596,11
12553.47375,12602,12
12558.5934375,12606,13
12563.713125,12611,14
12568.8328125,12617,15
12573.9525,12620,16
12579.0721875,12617,17
12584.191875,12624,18
12589.3115625,12628,19
12594.43125,12631,20
12599.5509375,12637,21
12604.670625,12641,22
12609.7903125,12647,23
12614.91,12655,24
12620.0296875,12664,25
12625.149375,12671,26
12630.2690625,12672,27
12635.38875,12687,28
12640.5084375,12690,29
12645.628125,12690,30
12650.7478125,12698,31
12655.8675,12702,32
12660.9871875,12701,33
12666.106875,12706,34
12671.2265625,12708,35
12676.34625,12713,36
12681.4659375,12717,37
12686.585625,12726,38
12691.7053125,12732,39
12696.825,12735,40
12701.9446875,12746,41
12707.064375,12748,42
12712.1840625,12754,43
12717.30375,12759,44
12722.4234375,12766,45
12727.543125,12771,46
12732.6628125,12775,47
12737.7825,12777,48
12742.9021875,12778,49
12748.021875,12785,50
12753.1415625,12787,51
12758.26125,12790,52
12763.3809375,12795,53
12768.500625,12800,54
12773.6203125,12804,55
12778.74,12811,56
12783.8596875,12818,57
12788.979375,12826,58
12794.0990625,12836,59
12799.21875,12844,60
12804.3384375,12845,61
12809.458125,12850,62
12814.5778125,12855,63
12819.6975,12857,0
12824.8171875,12859,1
12829.936875,12865,2
12835.0565625,12868,3
12840.17625,12870,4
12845.2959375,12874,5
12850.415625,12881,6
12855.5353125,12889,7
12860.655,12895,8
12865.7746875,12901,9
12870.894375,12909,10
12876.0140625,12915,11
12881.13375,12923,12
12886.2534375,12925,13
12891.373125,12929,14
12896.4928125,12936,15
12901.6125,12937,16
12906.7321875,12938,17
12911.851875,12942,18
12916.9715625,12947,19
12922.09125,12949,20
12927.2109375,12952,21
12932.330625,12961,22
12937.4503125,12962,23
12942.57,12972,24
12947.6896875,12979,25
12952.809375,12989,26
12957.9290625,12994,27
12963.04875,13001,28
12968.1684375,13008,29
12973.288125,13010,30
12978.4078125,13016,31
12983.5275,13015,32
12988.6471875,13016,33
12993.766875,13020,34
12998.8865625,13028,35
13004.00625,13034,36
13009.1259375,13037,37
13014.245625,13039,38
13019.3653125,13048,39
13024.485,13051,40
13029.6046875,13060,41
13034.724375,13063,42
13039.8440625,13071,43
13044.96375,13079,44
13050.0834375,13086,45
13055.203125,13088,46
13060.3228125,13091,47
13065.4425,13094,48
13070.5621875,13092,49
13075.681875,13101,50
13080.8015625,13103,51
13085.92125,13107,52
13091.0409375,13113,53
13096.160625,13117,54
13101.2803125,13121,55
13106.4,13130,56
13111.5196875,13135,57
13116.639375,13141,58
13121.7590625,13148,59
13126.87875,13158,60
13131.9984375,13163,61
13137.118125,13170,62
13142.2378125,13169,63
13147.3575,13173,0
13152.4771875,13176,1
13157.596875,13177,2
13162.7165625,13179,3
13167.83625,13185,4
13172.9559375,13190,5
13178.075625,13196,6
13183.1953125,13206,7
13188.315,13211,8
13193.4346875,13216,9
13198.554375,13224,10
13203.6740625,13228,11
13208.79375,13233,12
13213.9134375,13239,13
13219.033125,13244,14
13224.1528125,13250,15
13229.2725,13250,16
13234.3921875,13250,17
13239.511875,13258,18
13244.6315625,13259,19
13249.75125,13263,20
13254.8709375,13269,21
13259.990625,13275,22
13265.1103125,13279,23
13270.23,13288,24
13275.3496875,13293,25
13280.469375,13305,26
13285.5890625,13309,27
13290.70875,13314,28
13295.8284375,13318,29
13300.948125,13321,30
13306.0678125,13328,31
13311.1875,13330,32
13316.3071875,13332,33
13321.426875,13336,34
13326.5465625,13344,35
13331.66625,13344,36
13336.7859375,13349,37
13341.905625,13355,38
13347.0253125,13359,39
13352.145,13367,40
13357.2646875,13377,41
13362.384375,13379,42
13367.5040625,13386,43
13372.62375,13393,44
13377.7434375,13395,45
13382.863125,13401,46
13387.9828125,13405,47
13393.1025,13408,48
13398.2221875,13408,49
13403.341875,13413,50
13408.4615625,13415,51
13413.58125,13420,52
13418.7009375,13425,53
13423.820625,13428,54
13428.9403125,13432,55
13434.06,13439,56
13439.1796875,13447,57
13444.299375,13455,58
13449.4190625,13461,59
13454.53875,13466,60
13459.6584375,13474,61
13464.778125,13476,62
13469.8978125,13481,63
13475.0175,13483,0
13480.1371875,13483,1
13485.256875,13493,2
13490.3765625,13494,3
13495.49625,13501,4
13500.6159375,13504,5
13505.735625,13507,6
13510.8553125,13513,7
13515.975,13519,8
13521.0946875,13531,9
13526.214375,13535,10
13531.3340625,13541,11
13536.45375,13547,12
13541.5734375,13551,13
13546.693125,13556,14
13551.8128125,13562,15
13556.9325,13561,16
13562.0521875,13563,17
13567.171875,13569,18
13572.2915625,13572,19
13577.41125,13577,20
13582.5309375,13580,21
13587.650625,13588,22
13592.7703125,13593,23
13597.89,13600,24
13603.0096875,13603,25
13608.129375,13616,26
13613.2490625,13621,27
13618.36875,13627,28
13623.4884375,13631,29
13628.608125,13635,30
13633.7278125,13639,31
13638.8475,13641,32
13643.9671875,13645,33
13649.086875,13649,34
13654.2065625,13652,35
13659.32625,13655,36
13664.4459375,13664,37
13669.565625,13667,38
13674.6853125,13675,39
13679.805,13679,40
13684.9246875,13687,41
13690.044375,13695,42
13695.1640625,13698,43
13700.28375,13706,44
13705.4034375,13707,45
13710.523125,13712,46
13715.6428125,13717,47
13720.7625,13717,48
13725.8821875,13719,49
13731.001875,13724,50
13736.1215625,13727,51
13741.24125,13730,52
13746.3609375,13736,53
13751.480625,13743,54
13756.6003125,13743,55
13761.72,13751,56
13766.8396875,13759,57
13771.959375,13768,58
13777.0790625,13773,59
13782.19875,13781,60
13787.3184375,13786,61
13792.438125,13792,62
13797.5578125,13796,63
13802.6775,13796,0
13807.7971875,13801,1
13812.916875,13808,2
13818.0365625,13806,3
13823.15625,13814,4
13828.2759375,13818,5
13833.395625,13822,6
13838.5153125,13831,7
13843.635,13834,8
13848.7546875,13840,9
13853.874375,13850,10
13858.9940625,13855,11
13864.11375,13859,12
13869.2334375,13864,13
13874.353125,13868,14
13879.4728125,13876,15
13884.5925,13874,16
13889.7121875,13879,17
13894.831875,13881,18
13899.9515625,13887,19
13905.07125,13893,20
13910.1909375,13892,21
13915.310625,13898,22
13920.4303125,13905,23
13925.55,13910,24
13930.6696875,13921,25
13935.789375,13928,26
13940.9090625,13931,27
13946.02875,13941,28
13951.1484375,13947,29
13956.268125,13949,30
13961.3878125,13956,31
13966.5075,13954,32
13971.6271875,13956,33
13976.746875,13962,34
13981.8665625,13966,35
13986.98625,13973,36
13992.1059375,13976,37
13997.225625,13981,38
14002.3453125,13984,39
14007.465,13991,40
14012.5846875,14001,41
14017.704375,14008,42
14022.8240625,14014,43
14027.94375,14019,44
14033.0634375,14023,45
14038.183125,14027,46
14043.3028125,14028,47
14048.4225,14031,48
14053.5421875,14035,49
14058.661875,14039,50
14063.7815625,14042,51
14068.90125,14047,52
14074.0209375,14052,53
14079.140625,14056,54
14084.2603125,14063,55
14089.38,14067,56
14094.4996875,14077,57
14099.619375,14081,58
14104.7390625,14088,59
14109.85875,14096,60
14114.9784375,14105,61
14120.098125,14107,62
14125.2178125,14112,63
14130.3375,14112,0
14135.4571875,14114,1
14140.576875,14119,2
14145.6965625,14124,3
14150.81625,14127,4
14155.9359375,14133,5
14161.055625,14134,6
14166.1753125,14143,7
14171.295,14153,8
14176.4146875,14155,9
14181.534375,14166,10
14186.6540625,14171,11
14191.77375,14176,12
14196.8934375,14181,13
14202.013125,14187,14
14207.1328125,14191,15
14212.2525,14189,16
14217.3721875,14195,17
14222.491875,14203,18
14227.6115625,14201,19
14232.73125,14209,20
14237.8509375,14213,21
14242.970625,14213,22
14248.0903125,14222,23
14253.21,14230,24
14258.3296875,14240,25
14263.449375,14245,26
14268.5690625,14254,27
14273.68875,14255,28
14278.8084375,14264,29
14283.928125,14271,30
14289.0478125,14270,31
14294.1675,14279,32
14299.2871875,14276,33
14304.406875,14283,34
14309.5265625,14287,35
14314.64625,14292,36
14319.7659375,14293,37
14324.885625,14298,38
14330.0053125,14309,39
14335.125,14316,40
14340.2446875,14322,41
14345.364375,14324,42
14350.4840625,14331,43
14355.60375,14339,44
14360.7234375,14343,45
14365.843125,14347,46
14370.9628125,14353,47
14376.0825,14358,48
14381.2021875,14355,49
14386.321875,14360,50
14391.4415625,14368,51
14396.56125,14368,52
14401.6809375,14375,53
14406.800625,14375,54
14411.9203125,14384,55
14417.04,14390,56
14422.1596875,14398,57
14427.279375,14408,58
14432.3990625,14415,59
14437.51875,14417,60
14442.6384375,14427,61
14447.758125,14427,62
14452.8778125,14437,63
14457.9975,14436,0
14463.1171875,14436,1
14468.236875,14442,2
14473.3565625,14446,3
14478.47625,14448,4
14483.5959375,14456,5
14488.715625,14458,6
14493.8353125,14467,7
14498.955,14476,8
14504.0746875,14481,9
14509.194375,14491,10
14514.3140625,14495,11
14519.43375,14500,12
14524.5534375,14505,13
14529.673125,14511,14
14534.7928125,14517,15
14539.9125,14517,16
14545.0321875,14518,17
14550.151875,14523,18
14555.2715625,14528,19
14560.39125,14531,20
14565.5109375,14539,21
14570.630625,14541,22
14575.7503125,14547,23
14580.87,14557,24
14585.9896875,14562,25
14591.109375,14574,26
14596.2290625,14578,27
14601.34875,14587,28
14606.4684375,14589,29
14611.588125,14595,30
14616.7078125,14596,31
14621.8275,14603,32
14626.9471875,14601,33
14632.066875,14611,34
14637.1865625,14611,35
14642.30625,14618,36
14647.4259375,14626,37
14652.545625,14625,38
14657.6653125,14633,39
14662.785,14643,40
14667.9046875,14650,41
14673.024375,14659,42
14678.1440625,14661,43
14683.26375,14668,44
14688.3834375,14672,45
14693.503125,14676,46
14698.6228125,14682,47
14703.7425,14681,48
14708.8621875,14686,49
14713.981875,14693,50
14719.1015625,14695,51
14724.22125,14697,52
14729.3409375,14701,53
14734.460625,14705,54
14739.5803125,14713,55
14744.7,14718,56
14749.8196875,14729,57
14754.939375,14733,58
14760.0590625,14742,59
14765.17875,14751,60
14770.2984375,14757,61
14775.418125,14759,62
14780.5378125,14765,63
14785.6575,14766,0
14790.7771875,14768,1
14795.896875,14775,2
14801.0165625,14778,3
14806.13625,14783,4
14811.2559375,14788,5
14816.375625,14795,6
14821.4953125,14798,7
14826.615,14806,8
14831.7346875,14813,9
14836.854375,14821,10
14841.9740625,14828,11
14847.09375,14833,12
14852.2134375,14835,13
14857.333125,14844,14
14862.4528125,14847,15
14867.5725,14851,16
14872.6921875,14850,17
14877.811875,14860,18
14882.9315625,14864,19
14888.05125,14865,20
14893.1709375,14871,21
14898.290625,14873,22
14903.4103125,14882,23
14908.53,14892,24
14913.6496875,14898,25
14918.769375,14906,26
14923.8890625,14911,27
14929.00875,14919,28
14934.1284375,14924,29
14939.248125,14929,30
14944.3678125,14935,31
14949.4875,14937,32
14954.6071875,14936,33
14959.726875,14941,34
14964.8465625,14948,35
14969.96625,14954,36
14975.0859375,14956,37
14980.205625,14963,38
14985.3253125,14968,39
14990.445,14975,40
14995.5646875,14983,41
15000.684375,14992,42
15005.8040625,14997,43
15010.92375,15004,44
15016.0434375,15007,45
15021.163125,15011,46
15026.2828125,15017,47
15031.4025,15019,48
15036.5221875,15023,49
15041.641875,15026,50
15046.7615625,15031,51
15051.88125,15032,52
15057.0009375,15038,53
15062.120625,15043,54
15067.2403125,15049,55
15072.36,15056,56
15077.4796875,15062,57
15082.599375,15073,58
15087.7190625,15079,59
15092.83875,15087,60
15097.9584375,15094,61
15103.078125,15093,62
15108.1978125,15101,63
15113.3175,15105,0
15118.4371875,15108,1
15123.556875,15113,2
15128.6765625,15116,3
15133.79625,15119,4
15138.9159375,15122,5
15144.035625,15128,6
15149.1553125,15138,7
15154.275,15143,8
15159.3946875,15151,9
15164.514375,15160,10
15169.6340625,15164,11
15174.75375,15171,12
15179.8734375,15176,13
15184.993125,15182,14
15190.1128125,15184,15
15195.2325,15185,16
15200.3521875,15190,17
15205.471875,15195,18
15210.5915625,15196,19
15215.71125,15205,20
15220.8309375,15206,21
15225.950625,15213,22
15231.0703125,15221,23
15236.19,15225,24
15241.3096875,15233,25
15246.429375,15243,26
15251.5490625,15247,27
15256.66875,15258,28
15261.7884375,15262,29
15266.908125,15265,30
15272.0278125,15274,31
15277.1475,15273,32
15282.2671875,15276,33
15287.386875,15285,34
15292.5065625,15289,35
15297.62625,15288,36
15302.7459375,15298,37
15307.865625,15301,38
15312.9853125,15308,39
15318.105,15316,40
15323.2246875,15322,41
15328.344375,15327,42
15333.4640625,15334,43
15338.58375,15341,44
15343.7034375,15347,45
15348.823125,15351,46
15353.9428125,15353,47
15359.0625,15356,48
15364.1821875,15360,49
15369.301875,15364,50
15374.4215625,15365,51
15379.54125,15372,52
15384.6609375,15377,53
15389.780625,15379,54
15394.9003125,15386,55
15400.02,15394,56
15405.1396875,15403,57
15410.259375,15413,58
15415.3790625,15419,59
15420.49875,15424,60
15425.6184375,15427,61
15430.738125,15432,62
15435.8578125,15439,63
15440.9775,15439,0
15446.0971875,15444,1
15451.216875,15453,2
15456.3365625,15453,3
15461.45625,15457,4
15466.5759375,15464,5
15471.695625,15470,6
15476.8153125,15472,7
15481.935,15483,8
15487.0546875,15489,9
15492.174375,15498,10
15497.2940625,15504,11
15502.41375,15506,12
15507.5334375,15514,13
15512.653125,15519,14
15517.7728125,15525,15
15522.8925,15524,16
15528.0121875,15524,17
15533.131875,15535,18
15538.2515625,15537,19
15543.37125,15539,20
15548.4909375,15546,21
15553.610625,15554,22
15558.7303125,15555,23
15563.85,15564,24
15568.9696875,15572,25
15574.089375,15578,26
15579.2090625,15584,27
15584.32875,15598,28
15589.4484375,15598,29
15594.568125,15604,30
15599.6878125,15612,31
15604.8075,15613,32
15609.9271875,15612,33
15615.046875,15621,34
15620.1665625,15622,35
15625.28625,15626,36
15630.4059375,15632,37
15635.525625,15637,38
15640.6453125,15645,39
15645.765,15650,40
15650.8846875,15657,41
15656.004375,15663,42
15661.1240625,15670,43
15666.24375,15678,44
15671.3634375,15684,45
15676.483125,15685,46
15681.6028125,15691,47
15686.7225,15694,48
15691.8421875,15695,49
15696.961875,15699,50
15702.0815625,15706,51
15707.20125,15705,52
15712.3209375,15711,53
15717.440625,15718,54
15722.5603125,15721,55
15727.68,15732,56
15732.7996875,15735,57
15737.919375,15747,58
15743.0390625,15752,59
15748.15875,15758,60
15753.2784375,15766,61
15758.398125,15769,62
15763.5178125,15776,63
15768.6375,15773,0
15773.7571875,15777,1
15778.876875,15782,2
15783.9965625,15785,3
15789.11625,15792,4
15794.2359375,15798,5
15799.355625,15803,6
15804.4753125,15806,7
15809.595,15814,8
15814.7146875,15823,9
15819.834375,15831,10
15824.9540625,15838,11
15830.07375,15844,12
15835.1934375,15847,13
15840.313125,15850,14
15845.4328125,15857,15
15850.5525,15859,16
15855.6721875,15862,17
15860.791875,15864,18
15865.9115625,15870,19
15871.03125,15874,20
15876.1509375,15878,21
15881.270625,15886,22
15886.3903125,15889,23
15891.51,15897,24
15896.6296875,15903,25
15901.749375,15911,26
15906.8690625,15918,27
15911.98875,15926,28
15917.1084375,15932,29
15922.228125,15937,30
15927.3478125,15941,31
15932.4675,15945,32
15937.5871875,15946,33
15942.706875,15950,34
15947.8265625,15954,35
15952.94625,15959,36
15958.0659375,15966,37
15963.185625,15968,38
15968.3053125,15974,39
15973.425,15981,40
15978.5446875,15990,41
15983.664375,16001,42
15988.7840625,16002,43
15993.90375,16009,44
15999.0234375,16015,45
16004.143125,16019,46
16009.2628125,16024,47
16014.3825,16023,48
16019.5021875,16026,49
16024.621875,16033,50
16029.7415625,16033,51
16034.86125,16036,52
16039.9809375,16045,53
16045.100625,16049,54
16050.2203125,16054,55
16055.34,16061,56
16060.4596875,16065,57
16065.579375,16077,58
16070.6990625,16082,59
16075.81875,16089,60
16080.9384375,16095,61
16086.058125,16100,62
16091.1778125,16106,63
16096.2975,16107,0
16101.4171875,16108,1
16106.536875,16113,2
16111.6565625,16117,3
16116.77625,16121,4
16121.8959375,16127,5
16127.015625,16132,6
16132.1353125,16137,7
16137.255,16141,8
16142.3746875,16150,9
16147.494375,16160,10
16152.6140625,16165,11
16157.73375,16173,12
16162.8534375,16176,13
16167.973125,16181,14
16173.0928125,16185,15
16178.2125,16188,16
16183.3321875,16187,17
16188.451875,16189,18
16193.5715625,16199,19
16198.69125,16200,20
16203.8109375,16203,21
16208.930625,16210,22
16214.0503125,16217,23
16219.17,16221,24
16224.2896875,16230,25
16229.409375,16239,26
16234.5290625,16244,27
